epoch,loss,val_loss
0,0.05193895053118467,0.03841032087802887
1,0.0384117453917861,0.0383044071495533
2,0.02986570982262492,0.0159156396985054
3,0.01249317175708711,0.008236212655901909
4,0.009049457404762507,0.007568344473838806
5,0.008165548332035541,0.006737245712429285
6,0.007444338416680693,0.005856284871697426
7,0.006864010752178728,0.0057500209659338
8,0.006538000223226845,0.005170935764908791
9,0.0062391321687027814,0.004780075512826443
10,0.006034018178470432,0.004597287159413099
11,0.005930031444877386,0.004678851924836636
12,0.005800076453015208,0.004437314812093973
13,0.00563814181368798,0.004377343691885471
14,0.005590575733222068,0.00448457058519125
15,0.005477802683599293,0.00424847099930048
16,0.005152473221533001,0.003852938301861286
17,0.004837830606848001,0.0036707823164761066
18,0.00471711257006973,0.0035358481109142303
19,0.004640298411250115,0.0032486794516444206
20,0.004684344362467527,0.0033971338998526335
21,0.0045150117925368246,0.003310896223410964
22,0.004536778242327273,0.0032184459269046783
23,0.004494608449749649,0.003302297554910183
24,0.004470548916142434,0.003202369436621666
25,0.004398319029714912,0.0028270334005355835
26,0.004356368808075785,0.0033063190057873726
27,0.004346751209814101,0.0031603164970874786
28,0.004322351133450866,0.003281030338257551
29,0.004326322095002979,0.0032204147428274155
30,0.0042966278176754715,0.0031921477057039738
31,0.0041199377784505485,0.003203259315341711
32,0.00413377121090889,0.002972098533064127
33,0.004059184270445258,0.003177179954946041
34,0.004061023611575365,0.0030929623171687126
35,0.0040815060026943685,0.002850497607141733
36,0.00406586553202942,0.0031767431646585464
37,0.004057293755467981,0.003102553077042103
38,0.004074573046527803,0.0028970951680094004
39,0.004058461945969611,0.0028514480218291283
40,0.004030635475646705,0.002789890393614769
41,0.004068433805368841,0.0031248722225427628
42,0.004083989684004336,0.0029348931275308132
43,0.004103055987507105,0.0027366525027900934
44,0.004055235222913325,0.002931468188762665
45,0.004060455183498561,0.002809054683893919
46,0.004014197238720953,0.0029163563158363104
47,0.004033522738609463,0.0030090599320828915
48,0.0040841408306732776,0.003141799010336399
49,0.004052723303902894,0.0029820003546774387
50,0.004008908160030842,0.002881751162931323
51,0.0040526268049143254,0.003080495400354266
