epoch,loss,val_loss
0,39665.22107035319,826.2977294921875
1,857.2907912190756,474.2646484375
2,681.763125813802,355.80523681640625
3,804.6836065673829,1499.6240234375
4,1134.921296895345,312.1591796875
5,912.9453207397461,287.0938720703125
6,1112.3670690917968,306.6001281738281
7,1019.8927833048502,1776.1170654296875
8,1209.5621274820965,1168.827880859375
9,766.6995926920573,318.8675537109375
10,990.4085490926107,224.67303466796875
11,1166.7435062154134,230.45408630371094
12,851.2454939778646,1043.3681640625
13,914.6106246439616,555.082275390625
14,870.1082041422526,1610.7430419921875
15,978.0449125671387,556.5841674804688
16,1051.4116572062173,663.9553833007812
17,955.9044705708822,530.0060424804688
18,416.6267729187012,180.29440307617188
19,717.6233109029134,180.62911987304688
20,616.8331339009603,186.27175903320312
21,1093.6563860575359,386.458740234375
22,596.5636357116699,170.50616455078125
23,741.690245107015,2286.64208984375
24,567.3724768575032,444.69122314453125
25,849.0318791707357,198.85214233398438
26,451.8740721638997,179.0206298828125
27,724.5757525634766,389.63323974609375
28,540.255835164388,339.494384765625
29,1205.3515020751954,259.670654296875
30,494.51753056844075,175.85357666015625
31,323.99234329223634,179.81210327148438
32,603.5580661519368,168.89984130859375
33,811.5268316141764,201.743896484375
34,461.7851274617513,206.59144592285156
35,403.82451054890953,172.34164428710938
36,1123.8617379252116,973.440673828125
37,1057.020481821696,201.3998260498047
38,286.1683953857422,166.832763671875
39,280.9025631713867,178.3509521484375
40,711.9439267476399,481.2647705078125
41,297.96148091634115,233.0524139404297
42,910.6813380940755,185.4736328125
43,336.5252821858724,414.54913330078125
44,452.94637466430663,158.7318115234375
45,328.79421864827475,179.15029907226562
46,396.14497797648113,171.62405395507812
47,468.5880871582031,1466.6920166015625
48,484.4707204691569,185.7769775390625
49,334.55735107421873,163.7586669921875
50,352.35063130696614,4035.614990234375
51,223.7315996805827,163.42092895507812
52,201.58984598795573,152.1492919921875
53,200.07201655069986,150.84982299804688
54,199.53079457600913,147.99830627441406
55,196.88490819295248,144.59188842773438
56,197.06197413126628,145.41372680664062
57,196.37420049031576,335.6640625
58,196.0993999226888,145.23092651367188
59,195.1076830037435,137.33346557617188
60,194.86841033935548,138.56024169921875
61,195.1423299662272,143.03512573242188
62,195.8698287963867,142.4954071044922
63,193.8245001220703,139.52328491210938
64,194.27140614827474,143.51702880859375
65,194.38148625691733,152.43272399902344
66,192.19146489461264,142.24856567382812
67,192.94101216634115,186.3436279296875
68,193.24468256632488,142.13555908203125
69,191.9293293762207,150.90853881835938
70,193.22624338785806,143.13845825195312
71,190.00196955362955,142.03564453125
72,192.20298482259113,132.67910766601562
73,194.473011525472,146.11178588867188
74,191.35981689453126,142.1846160888672
75,189.90701141357422,139.9525604248047
76,188.93618281046548,145.49038696289062
77,189.7496719868978,133.27191162109375
78,186.94629379272462,129.51649475097656
79,189.85632141113283,139.18148803710938
80,186.69253005981446,149.1034393310547
81,188.75781829833986,131.8975372314453
82,188.42613327026368,131.83697509765625
83,187.8537212117513,139.1525115966797
84,185.5379083251953,151.62692260742188
85,188.1842428588867,137.73953247070312
86,186.61917409261068,137.02511596679688
87,184.63231348673503,139.61524963378906
88,185.90541508992513,141.97756958007812
89,184.27159637451172,128.84274291992188
90,187.0238260904948,133.64599609375
91,182.73002716064454,140.21038818359375
92,183.3901767985026,142.18954467773438
93,184.03191309611003,134.5310821533203
94,183.3181162516276,133.01181030273438
95,182.93092137654622,127.51870727539062
96,184.12159027099608,130.13394165039062
97,181.06147104899088,130.40682983398438
98,182.20953984578452,136.18255615234375
99,186.11654774983725,133.83566284179688
