epoch,loss,val_loss
0,2347.37049987793,635.5630493164062
1,491.4245031738281,385.4417724609375
0,0.03605021879076958,0.009517190977931023
1,0.00798553901258856,0.005116915795952082
2,0.004433559959288687,0.0031460083555430174
3,0.0036168614006601273,0.0026947620790451765
4,0.003263493471313268,0.0022598616778850555
5,0.00303900575498119,0.0022353376261889935
6,0.0028508812352083623,0.0023083004634827375
7,0.0026784809143282472,0.0019089526031166315
8,0.002581655117683113,0.0018087824573740363
9,0.0024772558780387045,0.0018570778192952275
10,0.0024354549311101435,0.0018045792821794748
11,0.0023403959011193366,0.001803779392503202
12,0.002275378128979355,0.0016082078218460083
13,0.0022141673287842424,0.0016337689012289047
14,0.0021854377840645613,0.0015731120947748423
15,0.0021427973278332502,0.0015240891370922327
16,0.002167479329509661,0.001594112953171134
17,0.002135900123976171,0.0017314336728304625
18,0.0021380191575735806,0.0015809519682079554
19,0.0020828292483929547,0.001453830860555172
20,0.002100022102240473,0.0016027090605348349
21,0.0020376573840621857,0.0016506568063050508
22,0.0020647560863289983,0.0015301292296499014
23,0.0020360274764243515,0.0015723961405456066
24,0.002031830189516768,0.001779625192284584
25,0.0021060392016079275,0.0016527158441022038
26,0.0020813843607902526,0.0016501083737239242
27,0.0021001078351400794,0.0015245964750647545
28,0.00200338491355069,0.0014815294416621327
29,0.0020497024327050892,0.0014523781137540936
30,0.001981527537573129,0.0014640395529568195
31,0.0019258343742694706,0.001398563152179122
32,0.0019410979840904475,0.0014637645799666643
33,0.0019077631854452193,0.0014740966726094484
34,0.0019134116847999395,0.0014620363945141435
35,0.0019057517580222338,0.0013990034349262714
36,0.0019243614771403373,0.0014956982340663671
37,0.0019221490679774433,0.0014228413347154856
38,0.0019190674310084433,0.0013941442593932152
39,0.0019034284260123968,0.0013959478819742799
40,0.0019005025608930736,0.0013152286410331726
41,0.0019172892579808832,0.0015001450665295124
42,0.0018963258061558009,0.0014265013160184026
43,0.0019091645744629205,0.00139128346927464
44,0.0019305941229686141,0.0014713071286678314
45,0.001915486870566383,0.0014699958264827728
46,0.001883860459784046,0.0014095467049628496
47,0.0018966379994526505,0.0014059955719858408
48,0.0018950809445232152,0.0013752732193097472
49,0.0018981393298599868,0.0014247657964006066
50,0.0018953611620236188,0.0013948815176263452
51,0.001893295441986993,0.0013475811574608088
52,0.0019042470667045563,0.0014812771696597338
53,0.001894013532437384,0.0014605197357013822
54,0.0018798467773012816,0.0012495924020186067
55,0.0018936137214768678,0.001455749268643558
