epoch,loss,val_loss
0,0.027551237223669887,0.009631543420255184
1,0.009641239987686276,0.0096462806686759
2,0.009617560841143132,0.009570740163326263
3,0.009376735230907797,0.008776688948273659
4,0.007640649834647775,0.006335610989481211
5,0.005710486560128629,0.00476321903988719
6,0.004738240982405841,0.003790857968851924
7,0.004250338438432664,0.0035818887408822775
8,0.0038739384640939533,0.0029757549054920673
9,0.0035274754487909375,0.0029100023675709963
10,0.003269805065356195,0.0025315103121101856
11,0.0032735902070999147,0.0022133728489279747
12,0.0030079668876715005,0.002242748625576496
13,0.0028637565742246807,0.002232695696875453
14,0.0027091002417728304,0.0019012956181541085
15,0.0026021297834813596,0.001970855053514242
16,0.0025515619339421393,0.001825955230742693
17,0.0025150009989738462,0.0019098656484857202
18,0.002367926826700568,0.0018561603501439095
19,0.0024476772733032703,0.0017143944278359413
20,0.0023210725258104503,0.0016959065105766058
21,0.002334586880169809,0.0016076525207608938
22,0.0023840352427214385,0.0017265212954953313
23,0.0022618729341775177,0.0016754023963585496
24,0.002241749856621027,0.0016896836459636688
25,0.0022140267910435796,0.001613823464140296
26,0.002198317152215168,0.0016296582762151957
27,0.0024875572021119297,0.0016752692172303796
28,0.002153172728139907,0.0015387451276183128
29,0.002107860599644482,0.0015915331896394491
30,0.0020642285933718087,0.001547511899843812
31,0.0020268446486443282,0.001553531619720161
32,0.002017816754523665,0.001500842161476612
33,0.0020254225400276483,0.00145985116250813
34,0.0020105272938963025,0.001516150077804923
35,0.002007826648186892,0.0014775609597563744
36,0.0020200378377921878,0.0014479657402262092
37,0.0020106319477781655,0.0014808413106948137
38,0.0020064672164153306,0.0014213782269507647
39,0.0020252977672498675,0.0013389649102464318
40,0.0020063390827272085,0.0015895864926278591
41,0.0020218899194151163,0.0015437304973602295
42,0.0019717064674478024,0.0015420879935845733
43,0.0020060411654412745,0.0014872840838506818
44,0.0020046010287478565,0.0014449944719672203
45,0.001982532577821985,0.0016651854384690523
46,0.0019914322800468655,0.0014419170329347253
47,0.0019863105099648237,0.0014271740801632404
48,0.001988420526031405,0.0013391543179750443
49,0.0019762648071628064,0.001394651597365737
50,0.0019826023594941944,0.0014629209181293845
51,0.0019800156576093284,0.0015151819679886103
52,0.001965178522514179,0.001544272294268012
